Created	03/05/16 16:44:33
Calibration	antiwindup1_013_000

Timestamp (mS)	Accelerator_Pedal_Position	Electronic_Throttle_feedback	Error	
     97205	86.06	86.91	-0.95	
     97267	85.97	86.91	-1.07	
     97329	85.97	86.91	-0.95	
     97392	85.97	86.91	-0.95	
     97454	85.97	86.78	-0.82	
     97517	85.97	86.78	-0.92	
     97579	85.87	86.78	-0.82	
     97641	85.97	86.91	-0.82	
     97704	85.97	86.91	-0.95	
     97766	85.97	86.78	-0.95	
     97829	85.97	86.78	-0.82	
     97891	85.97	86.78	-0.82	
     97953	85.87	86.78	-0.82	
     98016	85.97	86.78	-0.82	
     98078	85.97	86.78	-0.82	
     98141	85.87	86.78	-0.82	
     98203	85.97	86.91	-0.85	
     98265	85.97	86.78	-0.95	
     98328	85.97	86.78	-0.82	
     98390	85.97	86.91	-0.82	
     98453	85.87	86.78	-1.04	
     98515	85.87	86.78	-0.82	
     98577	86.06	86.78	-0.82	
     98640	85.87	86.78	-0.69	
     98702	85.97	86.78	-0.82	
     98765	86.06	86.78	-0.82	
     98827	85.97	86.91	-0.82	
     98889	85.97	86.78	-0.82	
     98952	85.97	86.91	-0.82	
     99014	85.97	86.78	-0.82	
     99077	85.97	86.78	-0.82	
     99139	85.97	86.78	-0.82	
     99201	85.97	86.78	-0.82	
     99264	85.97	86.78	-0.82	
     99326	85.97	86.78	-0.85	
     99389	85.97	86.78	-0.95	
     99451	85.87	86.78	-0.82	
     99513	85.97	86.91	-0.85	
     99576	85.97	86.91	-0.82	
     99638	85.97	86.78	-0.82	
     99701	86.06	86.78	-0.82	
     99763	85.97	86.91	-0.82	
     99825	85.97	86.91	-0.95	
     99888	85.87	86.78	-0.82	
     99950	85.97	86.78	-0.82	
    100013	85.97	86.78	-0.82	
    100075	85.97	86.91	-0.82	
    100137	85.97	86.78	-0.82	
    100200	85.97	86.78	-0.82	
    100262	86.06	86.78	-0.82	
    100325	85.97	86.78	-0.82	
    100387	85.97	86.78	-0.82	
    100449	85.97	86.78	-0.72	
    100512	85.97	86.66	-0.85	
    100574	85.97	86.78	-0.82	
    100637	85.87	86.78	-0.72	
    100699	85.97	86.78	-0.72	
    100761	86.06	86.78	-0.92	
    100824	85.97	86.78	-0.82	
    100886	86.16	86.78	-0.82	
    100949	86.06	87.04	-0.69	
    101011	85.97	86.91	-0.82	
    101073	86.06	86.91	-0.82	
    101136	86.06	86.91	-0.82	
    101198	85.97	86.78	-0.82	
    101261	85.97	86.78	-0.82	
    101323	85.87	86.78	-0.82	
    101385	85.97	86.78	-0.82	
    101448	86.06	86.91	-0.82	
    101510	85.87	86.78	-0.82	
    101573	86.06	86.78	-0.85	
    101635	85.97	86.78	-0.85	
    101697	85.97	86.91	-0.82	
    101760	85.97	86.78	-0.82	
    101822	85.97	86.78	-0.82	
    101885	85.97	86.91	-0.85	
    101947	85.97	86.78	-0.82	
    102009	86.06	86.66	-0.82	
    102072	85.97	86.78	-0.92	
    102134	85.97	86.78	-0.92	
    102197	85.97	86.78	-0.82	
    102259	85.97	86.78	-0.82	
    102321	85.97	86.78	-0.82	
    102384	85.97	86.78	-0.82	
    102446	86.06	86.91	-0.82	
    102509	85.97	86.78	-0.82	
    102571	85.97	86.78	-0.82	
    102633	85.97	86.91	-0.82	
    102696	85.97	86.78	-0.92	
    102758	85.97	86.78	-0.82	
    102821	85.97	86.78	-0.72	
    102883	85.97	86.78	-0.82	
    102945	85.97	86.78	-0.82	
    103008	85.97	86.91	-0.72	
    103070	85.97	86.78	-0.82	
    103133	86.06	86.78	-0.82	
    103195	86.06	87.04	-0.82	
    103257	85.87	86.78	-0.82	
    103320	85.97	86.78	-0.82	
    103382	85.87	86.78	-0.82	
    103445	86.06	86.78	-0.82	
    103507	85.97	86.78	-0.82	
    103569	85.97	86.78	-0.82	
    103632	85.97	86.66	-0.82	
    103694	85.87	86.78	-0.72	
    103757	85.97	86.78	-0.82	
    103819	86.16	86.78	-0.72	
    103881	86.06	86.78	-0.72	
    103944	86.06	86.78	-0.72	
    104006	86.06	86.78	-0.72	
    104069	86.06	86.78	-0.72	
    104131	86.16	86.91	-0.75	
    104193	86.06	86.78	-0.72	
    104256	86.06	86.78	-0.72	
    104318	86.06	86.78	-0.85	
    104381	85.97	86.78	-0.72	
    104443	86.16	86.78	-0.82	
    104505	85.97	86.78	-0.72	
    104568	86.06	86.91	-0.82	
    104630	86.06	87.04	-0.72	
    104693	85.97	86.91	-0.72	
    104755	86.06	86.91	-0.72	
    104817	86.06	86.78	-0.82	
    104880	86.06	86.78	-0.82	
    104942	85.97	86.78	-0.82	
    105005	85.97	86.78	-0.72	
    105067	86.06	86.78	-0.72	
    105130	86.06	86.78	-0.82	
    105192	86.06	86.91	-0.72	
    105254	86.06	86.78	-0.62	
    105317	86.06	86.91	-0.85	
    105379	86.06	86.78	-0.72	
    105442	86.06	86.78	-0.72	
    105504	86.16	86.78	-0.72	
    105566	86.06	86.78	-0.72	
    105629	85.97	86.78	-0.72	
    105691	86.16	86.91	-0.72	
    105754	86.06	86.78	-0.85	
    105816	85.97	86.78	-0.72	
    105878	86.06	86.91	-0.72	
    105941	86.06	86.78	-0.72	
    106003	86.16	86.78	-0.72	
    106066	86.06	86.91	-0.72	
    106128	85.97	86.78	-0.72	
    106190	86.06	86.78	-0.72	
    106253	86.06	86.78	-0.62	
    106315	86.06	86.78	-0.72	
    106378	86.06	86.78	-0.72	
    106440	86.06	86.91	-0.75	
    106502	86.06	86.78	-0.72	
    106565	85.97	86.78	-0.72	
    106627	86.06	86.78	-0.72	
    106690	86.06	86.78	-0.75	
    106752	86.06	86.78	-0.72	
    106814	86.06	86.78	-0.72	
    106877	86.16	87.04	-0.72	
    106939	86.06	86.78	-0.72	
    107002	86.16	86.78	-0.72	
    107064	85.97	86.66	-0.72	
    107126	86.06	86.78	-0.72	
    107189	86.06	86.78	-0.72	
    107251	86.16	86.78	-0.72	
    107314	86.06	86.78	-0.72	
    107376	86.06	86.91	-0.62	
    107438	86.06	86.78	-0.72	
    107501	86.06	86.78	-0.82	
    107563	86.06	87.04	-0.72	
    107626	86.06	86.78	-0.72	
    107688	86.06	86.78	-0.72	
    107750	86.06	86.78	-0.72	
    107813	86.16	86.78	-0.72	
    107875	86.06	86.78	-0.85	
    107938	86.16	86.91	-0.72	
    108000	86.26	86.78	-0.72	
    108062	86.06	86.78	-0.85	
    108125	86.06	86.78	-0.72	
    108187	86.16	86.78	-0.72	
    108250	86.06	86.91	-0.72	
    108312	86.06	86.78	-0.72	
    108374	86.06	86.78	-0.72	
    108437	86.06	86.78	-0.72	
    108499	86.06	86.78	-0.59	
    108562	86.06	86.78	-0.85	
    108624	86.06	86.78	-0.72	
    108686	86.06	86.78	-0.72	
    108749	86.06	86.78	-0.72	
    108811	86.06	86.78	-0.75	
    108874	86.06	86.78	-0.72	
    108936	86.16	86.78	-0.72	
    108998	86.06	86.91	-0.85	
    109061	86.06	86.78	-0.72	
    109123	86.06	86.78	-0.82	
    109186	86.06	86.78	-0.72	
    109248	86.06	86.78	-0.72	
    109310	86.06	86.78	-0.72	
    109373	86.06	86.78	-0.72	
    109435	86.06	86.78	-0.72	
    109498	86.06	86.78	-0.72	
    109560	86.06	86.78	-0.72	
    109622	86.06	86.78	-0.72	
    109685	86.06	86.78	-0.72	
    109747	86.06	86.78	-0.72	
    109810	86.06	86.78	-0.72	
    109872	86.06	86.78	-0.72	
    109934	86.06	86.78	-0.62	
    109997	86.06	86.78	-0.72	
    110059	86.06	86.78	-0.72	
    110122	86.06	86.78	-0.72	
    110184	86.06	86.78	-0.72	
    110246	86.06	86.78	-0.59	
    110309	86.06	86.78	-0.72	
    110371	86.06	86.66	-0.75	
    110434	86.16	86.91	-0.72	
    110496	86.06	86.78	-0.72	
    110558	86.06	86.78	-0.72	
    110621	86.06	86.78	-0.72	
    110683	85.97	86.78	-0.72	
    110746	85.97	86.66	-0.72	
    110808	86.06	86.78	-0.72	
    110870	86.06	86.78	-0.72	
    110933	86.06	86.78	-0.72	
    110995	86.06	86.66	-0.72	
    111058	85.97	86.78	-0.62	
    111120	86.06	86.78	-0.72	
    111182	86.06	86.78	-0.72	
    111245	86.06	86.78	-0.78	
    111307	86.06	86.78	-0.72	
    111370	86.06	86.78	-0.72	
    111432	86.06	86.78	-0.59	
    111494	86.06	86.91	-0.72	
    111557	86.06	86.78	-0.72	
    111619	86.06	86.78	-0.72	
    111682	86.06	86.78	-0.72	
    111744	86.16	86.66	-0.72	
    111806	86.16	86.78	-0.72	
    111869	86.06	86.78	-0.72	
    111931	86.06	86.66	-0.72	
    111994	86.06	86.66	-0.72	
    112056	85.97	86.66	-0.72	
    112118	86.06	86.66	-0.72	
    112181	86.06	86.78	-0.72	
    112243	86.06	86.78	-0.85	
    112306	86.06	86.78	-0.72	
    112368	86.06	86.78	-0.72	
    112430	86.06	86.78	-0.72	
    112493	86.06	86.78	-0.72	
    112555	86.06	86.78	-0.72	
    112618	86.16	86.78	-0.72	
    112680	86.06	86.78	-0.72	
    112742	86.06	86.78	-0.72	
    112805	86.06	86.78	-0.72	
    112867	85.97	86.66	-0.72	
    112930	86.06	86.78	-0.72	
    112992	86.06	86.78	-0.72	
    113054	86.06	86.78	-0.59	
    113117	86.16	86.91	-0.72	
    113179	86.06	86.66	-0.59	
    113242	86.06	86.78	-0.72	
    113304	86.06	86.66	-0.72	
    113366	86.06	86.78	-0.72	
    113429	86.06	86.78	-0.72	
    113491	86.06	86.66	-0.72	
    113554	86.06	86.78	-0.72	
    113616	86.06	86.78	-0.62	
    113678	86.06	86.78	-0.72	
    113741	86.16	86.66	-0.59	
    113803	86.06	86.78	-0.72	
    113866	86.16	86.91	-0.72	
    113928	86.16	86.91	-0.72	
    113990	85.97	86.91	-0.72	
    114053	86.16	86.78	-0.59	
    114115	86.06	86.91	-0.59	
    114178	86.16	86.66	-0.59	
    114240	86.06	86.78	-0.59	
    114302	86.06	86.66	-0.59	
    114365	86.06	86.66	-0.72	
    114427	85.97	86.66	-0.72	
    114490	86.06	86.66	-0.72	
    114552	86.06	86.66	-0.72	
    114614	86.06	86.78	-0.59	
    114677	86.16	86.78	-0.59	
    114739	86.06	86.78	-0.62	
    114802	86.06	86.66	-0.72	
    114864	86.16	86.66	-0.72	
    114926	86.06	86.78	-0.72	
    114989	86.06	86.66	-0.72	
    115051	86.06	86.66	-0.72	
    115114	86.06	86.66	-0.59	
    115176	86.16	86.78	-0.59	
    115238	85.97	86.66	-0.59	
    115301	86.06	86.66	-0.59	
    115363	86.06	86.78	-0.59	
    115426	86.06	86.66	-0.72	
    115488	85.97	86.66	-0.72	
    115550	86.06	86.66	-0.72	
    115613	86.06	86.66	-0.72	
    115675	86.06	86.78	-0.72	
    115738	86.06	86.66	-0.59	
    115800	86.06	86.66	-0.59	
    115862	86.16	86.78	-0.62	
    115925	86.06	86.78	-0.72	
    115987	86.06	86.78	-0.59	
    116050	86.06	86.78	-0.59	
    116112	86.16	86.66	-0.72	
    116174	86.16	86.66	-0.59	
    116237	86.06	86.66	-0.59	
    116299	86.26	86.78	-0.62	
    116362	86.06	86.78	-0.72	
    116424	85.97	86.66	-0.72	
    116486	86.06	86.66	-0.72	
    116549	86.06	86.66	-0.59	
    116611	86.06	86.91	-0.59	
    116674	86.06	86.78	-0.59	
    116736	86.06	86.66	-0.72	
    116798	86.06	86.66	-0.59	
    116861	86.06	86.66	-0.59	
    116923	86.06	86.66	-0.59	
    116986	86.16	86.66	-0.49	
    117048	86.16	86.78	-0.62	
    117110	86.06	86.66	-0.72	
    117173	86.16	86.66	-0.59	
    117235	86.16	86.78	-0.59	
    117298	86.06	86.66	-0.59	
    117360	86.06	86.78	-0.59	
    117422	86.26	86.66	-0.59	
    117485	86.06	86.91	-0.72	
    117547	86.06	86.91	-0.59	
    117610	86.06	86.66	-0.59	
    117672	86.06	86.66	-0.59	
    117734	86.06	86.66	-0.59	
    117797	86.06	86.66	-0.59	
    117859	86.06	86.66	-0.59	
    117922	86.06	86.66	-0.59	
    117984	86.06	86.66	-0.49	
    118046	86.06	86.66	-0.59	
    118109	85.97	86.66	-0.59	
    118171	86.06	86.66	-0.62	
    118234	86.06	86.66	-0.59	
    118296	86.06	86.66	-0.59	
    118358	86.26	86.78	-0.59	
    118421	86.06	86.66	-0.49	
    118483	86.06	86.66	-0.72	
    118546	86.16	86.66	-0.59	
    118608	86.06	86.91	-0.62	
    118670	86.06	86.66	-0.59	
    118733	86.06	86.66	-0.59	
    118795	86.06	86.66	-0.59	
    118858	86.06	86.66	-0.59	
    118920	86.06	86.66	-0.59	
    118982	85.97	86.53	-0.59	
    119045	86.06	86.53	-0.59	
    119107	86.06	86.66	-0.59	
    119170	86.06	86.66	-0.59	
    119232	86.06	86.66	-0.59	
    119294	85.97	86.66	-0.59	
    119357	86.06	86.66	-0.59	
    119419	86.06	86.66	-0.59	
    119482	86.26	86.66	-0.59	
    119544	86.06	86.66	-0.49	
    119606	86.06	86.66	-0.59	
    119669	86.06	86.66	-0.59	
    119731	86.16	86.66	-0.59	
    119794	86.06	86.66	-0.59	
    119856	86.06	86.66	-0.59	
    119918	86.16	86.78	-0.59	
    119981	86.06	86.78	-0.59	
    120043	86.06	86.53	-0.69	
    120106	86.06	86.78	-0.59	
    120168	86.06	86.78	-0.59	
    120230	86.06	86.66	-0.46	
    120293	85.97	86.66	-0.72	
    120355	86.06	86.66	-0.59	
    120418	86.06	86.66	-0.59	
    120480	86.06	86.66	-0.59	
    120542	86.06	86.66	-0.59	
    120605	86.06	86.66	-0.59	
    120667	86.06	86.66	-0.49	
    120730	86.06	86.78	-0.62	
    120792	86.06	86.53	-0.59	
    120854	86.06	86.66	-0.59	
    120917	85.97	86.66	-0.59	
    120979	86.06	86.66	-0.59	
    121042	86.06	86.66	-0.59	
    121104	86.16	86.66	-0.59	
    121166	86.06	86.78	-0.72	
    121229	86.06	86.66	-0.59	
    121291	86.06	86.66	-0.59	
    121354	86.06	86.66	-0.59	
    121416	86.06	86.66	-0.59	
    121478	86.06	86.66	-0.59	
    121541	86.06	86.53	-0.59	
    121603	86.06	86.53	-0.59	
    121666	86.06	86.53	-0.49	
    121728	86.06	86.53	-0.59	
    121790	86.16	86.53	-0.59	
    121853	86.06	86.66	-0.49	
    121915	85.97	86.53	-0.59	
    121978	86.06	86.53	-0.46	
    122040	84.79	86.02	-1.08	
    122102	73.84	76.93	-2.84	
    122165	40.88	52.10	-7.33	
    122227	0.00	-1.79	-1.02	
    122290	0.00	-0.51	-1.92	
    122352	0.00	-1.02	-0.26	
    122414	5.67	1.28	3.72	
    122477	17.51	15.23	2.89	
    122539	31.59	29.95	1.51	
    122602	43.91	41.86	1.00	
    122664	54.47	52.22	1.52	
    122726	64.65	62.98	1.75	
    122789	70.61	68.86	0.58	
    122851	71.00	71.30	-0.29	
    122914	70.12	71.17	-0.46	
    122976	66.31	67.58	-0.87	
    123038	56.63	60.42	-0.97	
    123101	42.15	47.10	-2.04	
    123163	23.96	28.80	-3.04	
    123226	2.25	5.50	-0.51	
    123288	0.00	2.82	-1.15	
    123350	11.54	7.68	2.71	
    123413	29.54	22.02	4.69	
    123475	53.20	36.74	12.29	
    123538	72.57	48.51	21.17	
    123600	81.76	59.78	23.12	
    123662	83.42	69.38	16.19	
    123725	83.52	79.36	7.32	
    123787	83.52	83.97	-0.70	
    123850	83.52	83.97	-0.57	
    123912	83.52	83.97	-0.57	
    123974	83.42	84.10	-0.57	
    124037	83.03	83.58	-0.71	
    124099	82.93	83.46	-0.52	
    124162	82.93	83.46	-0.52	
    124224	81.37	82.56	-0.82	
    124286	74.23	76.16	-1.30	
    124349	62.30	62.46	-1.46	
    124411	46.06	46.98	0.05	
    124474	32.37	32.77	2.30	
    124536	27.09	25.86	2.19	
    124598	33.74	28.54	1.86	
    124661	46.94	38.78	6.51	
    124723	59.66	51.46	7.47	
    124786	69.54	62.59	7.01	
    124848	76.58	71.94	5.60	
    124910	78.04	78.72	-0.80	
    124973	77.65	78.59	-0.74	
    125035	75.01	76.54	-0.46	
    125098	67.48	70.40	-0.17	
    125160	54.08	57.86	-0.64	
    125222	41.57	44.67	-0.27	
    125285	35.40	37.12	-1.00	
    125347	37.75	35.71	1.39	
    125410	55.06	46.72	5.09	
    125472	73.84	58.37	13.00	
    125534	87.92	68.35	19.36	
    125597	92.71	77.31	16.73	
    125659	92.81	86.91	8.24	
    125722	92.81	93.57	0.46	
    125784	89.19	89.34	-1.21	
    125846	82.25	82.82	-1.19	
    125909	73.15	73.86	-0.00	
    125971	58.58	58.88	-0.32	
    126034	38.83	36.35	-0.08	
    126096	20.24	19.97	-2.03	
    126158	0.10	0.00	-2.75	
    126221	0.00	-0.77	-1.41	
    126283	0.00	-0.77	0.51	
    126346	1.08	2.94	1.15	
    126408	15.06	8.06	6.06	
    126470	33.45	22.02	8.67	
    126533	54.67	36.61	14.51	
    126595	74.13	49.02	22.82	
    126658	84.79	59.26	26.46	
    126720	85.97	68.86	19.31	
    126782	84.30	78.59	8.96	
    126845	75.79	77.70	-3.06	
    126907	60.05	60.54	-3.86	
    126970	36.19	34.56	-4.33	
    127032	21.22	19.46	-2.96	
    127094	8.51	9.60	-3.16	
    127157	2.84	2.18	-2.28	
    127219	3.33	3.97	-0.87	
    127282	6.36	5.38	1.46	
    127344	14.47	13.06	1.27	
    127406	23.67	21.12	2.05	
    127469	33.74	32.51	0.37	
    127531	42.84	41.60	0.49	
    127594	49.78	48.77	0.69	
    127656	55.06	53.89	0.03	
    127718	58.68	58.62	-0.34	
    127781	58.88	58.62	0.25	
    127843	56.82	58.24	-1.28	
    127906	51.93	52.86	-1.35	
    127968	45.87	46.08	-1.43	
    128030	45.57	46.46	-0.86	
    128093	47.14	45.82	0.34	
    128155	52.62	52.61	0.27	
    128218	56.43	55.94	-0.04	
    128280	58.48	57.73	0.01	
    128342	60.73	60.42	-0.30	
    128405	63.77	63.74	0.99	
    128467	66.21	66.43	0.47	
    128530	66.31	66.43	0.10	
    128592	66.41	66.30	0.10	
    128654	65.82	66.56	-0.22	
    128717	62.30	63.74	-0.90	
    128779	56.43	57.22	-1.01	
    128842	49.58	51.33	-0.11	
    128904	42.15	44.16	0.27	
    128966	34.23	36.61	0.02	
    129029	27.38	29.82	-0.27	
    129091	20.24	23.30	-0.68	
    129154	13.40	16.38	-0.39	
    129216	5.57	8.45	-1.17	
    129278	0.00	1.79	0.00	
    129341	0.00	1.41	-0.26	
    129403	0.00	0.38	-0.38	
    129466	0.00	0.38	-0.38	
    129528	0.00	0.26	-0.38	
    129590	0.00	0.51	-0.38	
    129653	1.08	0.26	0.07	
    129715	7.53	6.27	0.81	
    129778	16.14	14.46	0.61	
    129840	24.94	24.06	0.25	
    129902	35.89	35.46	1.07	
    129965	47.43	44.67	2.40	
    130027	59.76	55.17	3.53	
    130090	71.49	65.79	5.18	
    130152	77.16	74.75	4.36	
    130214	77.16	78.08	-0.65	
    130277	71.98	74.11	-0.97	
    130339	57.31	61.06	-0.73	
    130402	37.46	40.58	1.37	
    130464	19.56	22.53	0.91	
    130526	3.23	2.69	2.56	
    130589	6.26	4.10	0.73	
    130651	20.73	17.28	1.49	
    130714	43.33	32.13	7.19	
    130776	65.72	44.42	16.91	
    130838	83.42	55.94	26.07	
    130901	87.63	66.56	23.88	
    130963	87.14	75.52	15.02	
    131026	81.66	84.22	1.83	
    131088	69.83	73.86	0.38	
    131150	44.21	50.30	-0.48	
    131213	22.98	27.90	1.23	
    131275	3.13	4.86	1.77	
    131338	0.00	3.46	1.15	
    131400	0.00	3.71	0.38	
    131462	4.89	4.35	0.07	
    131525	20.15	13.95	4.27	
    131587	37.16	27.65	6.72	
    131650	57.31	41.73	11.97	
    131712	75.70	53.50	20.56	
    131774	83.13	63.49	21.58	
    131837	82.93	73.09	11.99	
    131899	78.63	81.28	0.00	
    131962	66.80	71.04	-1.40	
    132024	48.12	53.50	-3.72	
    132086	28.56	34.56	-0.82	
    132149	15.06	19.46	-0.82	
    132211	0.78	4.61	-1.22	
    132274	0.00	3.58	-1.79	
    132336	0.00	2.69	-2.18	
    132398	0.00	1.41	-3.20	
    132461	1.37	-0.90	-2.68	
    132523	10.17	10.50	-0.27	
    132586	18.39	17.92	0.60	
    132648	27.38	26.62	1.12	
    132710	35.31	34.56	1.41	
    132773	43.13	41.60	1.72	
    132835	50.66	48.90	0.58	
    132898	58.39	58.24	0.68	
    132960	65.72	63.74	1.71	
    133022	72.67	71.04	0.84	
    133085	79.90	79.36	0.82	
    133147	84.69	84.86	0.46	
    133210	85.77	85.12	0.74	
    133272	85.67	85.76	0.17	
    133334	85.58	85.63	0.04	
    133397	85.09	85.76	-0.35	
    133459	83.33	84.74	-1.11	
    133522	79.61	81.54	-0.91	
    133584	74.91	76.93	-0.32	
    133646	67.87	70.53	-0.19	
    133709	58.97	62.72	-0.81	
    133771	47.53	51.33	-0.47	
    133834	37.07	40.83	-0.87	
    133896	29.24	32.00	-1.67	
    133958	23.67	25.86	-1.15	
    134021	22.49	22.91	-0.45	
    134083	22.79	22.91	-0.32	
    134146	26.70	26.24	0.48	
    134208	33.25	32.90	0.66	
    134270	39.41	38.27	1.61	
    134333	46.36	44.03	1.04	
    134395	52.81	51.33	0.07	
    134458	60.24	60.03	0.94	
    134520	68.17	66.43	1.59	
    134582	77.56	75.01	1.75	
    134645	85.38	84.22	1.22	
    134707	89.39	88.19	0.41	
    134770	90.37	90.24	-0.20	
    134832	90.27	90.37	-0.10	
    134894	89.78	90.50	-0.13	
    134957	86.75	88.06	-1.48	
    135019	78.73	80.26	-1.43	
    135082	66.99	67.97	-0.45	
    135144	56.33	56.32	0.11	
    135206	49.29	50.05	0.61	
    135269	47.14	47.62	-0.25	
    135331	47.14	47.87	-0.51	
    135394	47.34	47.62	-0.51	
    135456	49.19	48.51	0.40	
    135518	53.59	53.50	-0.13	
    135581	59.36	58.88	0.39	
    135643	64.25	62.08	2.18	
    135706	69.63	67.71	0.77	
    135768	74.72	73.73	0.10	
    135830	80.29	80.13	1.00	
    135893	86.75	85.63	1.50	
    135955	91.54	90.50	0.96	
    136018	93.59	93.57	-0.01	
    136080	94.47	93.95	0.36	
    136142	94.77	94.08	0.33	
    136205	94.77	94.46	0.33	
    136267	94.38	94.34	0.24	
    136330	94.18	94.08	0.17	
    136392	93.69	94.21	-0.32	
    136455	92.13	93.57	-1.21	
    136517	90.47	91.26	-1.65	
    136579	88.70	89.86	-1.36	
    136642	86.46	87.68	-1.44	
    136704	84.11	84.48	-1.22	
    136767	82.54	83.97	-1.45	
    136829	81.27	82.82	-1.15	
    136891	79.41	80.90	-1.54	
    136954	77.75	79.10	-1.28	
    137016	75.70	76.54	-1.54	
    137079	74.13	75.65	-1.41	
    137141	72.47	73.86	-0.67	
    137203	71.10	72.70	-1.08	
    137266	69.63	71.04	-1.53	
    137328	67.48	68.61	-1.56	
    137391	65.33	66.69	-1.57	
    137453	63.28	64.90	-1.03	
    137515	61.13	62.34	-0.59	
    137578	59.17	60.03	-0.69	
    137640	57.12	57.73	-0.92	
    137703	55.06	55.55	-1.50	
    137765	53.30	53.89	-1.41	
    137827	51.35	52.35	-1.63	
    137890	49.49	50.82	-1.77	
    137952	48.61	49.66	-1.22	
    138015	48.70	49.79	-1.06	
    138077	50.46	49.54	0.21	
    138139	55.35	54.66	0.93	
    138202	59.36	57.98	0.66	
    138264	62.79	61.95	-0.04	
    138327	66.70	66.82	1.26	
    138389	69.83	69.63	0.63	
    138451	73.15	72.58	0.47	
    138514	76.58	76.54	0.75	
    138576	79.02	79.49	0.90	
    138639	79.02	79.74	-0.53	
    138701	78.34	79.49	-0.98	
    138763	74.72	76.54	-0.62	
    138826	71.00	72.83	-0.50	
    138888	67.68	69.12	-0.53	
    138951	65.13	66.69	-0.64	
    139013	62.40	64.00	-1.14	
    139075	59.76	61.06	-1.84	
    139138	57.51	59.26	-1.30	
    139200	54.47	56.58	-1.22	
    139263	52.03	53.63	-0.99	
    139325	49.00	51.07	-1.10	
    139387	45.97	48.00	-1.18	
    139450	42.64	44.54	-1.25	
    139512	39.71	41.22	-1.78	
    139575	37.85	39.17	-1.60	
    139637	37.75	37.50	-0.20	
    139699	40.78	40.96	0.29	
    139762	45.09	45.31	0.29	
    139824	48.90	48.77	0.17	
    139887	51.93	52.35	0.96	
    139949	54.87	54.66	0.50	
    140011	58.88	58.88	0.64	
    140074	63.77	60.80	2.13	
    140136	67.78	67.20	-0.04	
    140199	68.66	68.99	-0.34	
    140261	68.46	69.12	-0.34	
    140323	66.01	67.33	-1.07	
    140386	62.20	63.74	-0.43	
    140448	57.80	60.16	-1.09	
    140511	52.52	54.91	-0.80	
    140573	43.91	47.87	-1.41	
    140635	34.62	37.63	-0.98	
    140698	25.53	28.54	-2.08	
    140760	17.51	20.10	-2.27	
    140823	13.50	14.85	-1.64	
    140885	13.59	13.18	-0.37	
    140947	17.41	16.38	-0.01	
    141010	23.86	22.78	0.22	
    141072	29.44	27.65	1.08	
    141135	34.23	33.15	0.73	
    141197	39.51	37.50	0.89	
    141259	44.99	43.90	-0.32	
    141322	51.74	51.33	0.72	
    141384	57.70	56.96	1.45	
    141447	65.04	63.74	1.35	
    141509	73.25	71.81	0.66	
    141571	78.83	77.57	0.76	
    141634	83.23	82.05	0.33	
    141696	86.94	86.02	-0.15	
    141759	89.00	88.32	-0.01	
    141821	88.70	88.58	0.42	
    141883	88.90	88.58	0.29	
    141946	87.34	88.70	-0.56	
    142008	84.99	86.66	-1.17	
    142071	82.54	84.10	-0.64	
    142133	80.98	82.56	-1.19	
    142195	79.22	80.51	-1.00	
    142258	77.07	78.72	-1.32	
    142320	76.38	77.06	-0.67	
    142383	76.38	77.06	-0.67	
    142445	76.38	77.06	-0.67	
    142507	76.38	77.06	-0.67	
    142570	76.38	77.06	-0.67	
    142632	76.38	77.06	-0.67	
    142695	76.38	76.93	-0.67	
    142757	76.58	77.06	-0.67	
    142819	76.48	76.93	-0.58	
    142882	76.38	77.06	-0.67	
    142944	76.38	77.06	-0.67	
    143007	76.48	77.18	-0.70	
    143069	76.38	77.18	-0.67	
    143131	76.48	77.18	-0.67	
    143194	76.48	77.18	-0.67	
    143256	76.38	77.18	-0.80	
    143319	76.48	77.18	-0.67	
    143381	76.48	77.06	-0.67	
    143443	76.48	77.18	-0.67	
    143506	76.38	77.06	-0.67	
    143568	76.38	77.06	-0.67	
    143631	76.38	77.06	-0.67	
    143693	76.38	77.06	-0.67	
    143755	76.38	77.06	-0.67	
    143818	76.38	77.06	-0.67	
    143880	76.38	77.06	-0.67	
    143943	76.38	77.06	-0.58	
    144005	76.38	77.06	-0.67	
    144067	76.38	77.06	-0.67	
    144130	76.38	77.18	-0.70	
    144192	76.38	77.18	-0.70	
    144255	76.38	77.06	-0.67	
    144317	76.38	77.06	-0.67	
    144379	76.38	77.06	-0.80	
    144442	76.48	77.06	-0.67	
    144504	76.38	77.06	-0.67	
    144567	76.48	77.18	-0.70	
    144629	76.38	77.18	-0.70	
    144691	76.48	77.06	-0.67	
    144754	76.48	77.06	-0.67	
    144816	76.38	77.06	-0.67	
    144879	76.38	77.06	-0.67	
    144941	76.38	77.06	-0.67	
    145003	76.38	77.06	-0.67	
    145066	76.38	77.06	-0.58	
    145128	76.48	77.06	-0.70	
    145191	76.28	77.31	-0.87	
    145253	72.86	73.47	-1.79	
    145315	63.86	64.77	-2.22	
    145378	50.66	51.07	-1.66	
    145440	38.53	37.89	-1.09	
    145503	27.68	27.01	0.57	
    145565	22.20	21.63	0.28	
    145627	23.18	23.68	-0.79	
    145690	26.41	26.24	0.96	
    145752	33.35	33.15	0.95	
    145815	40.49	39.04	1.47	
    145877	48.02	46.72	1.35	
    145939	57.02	55.55	0.59	
